id,label
SHSE.600196_201912,0
SHSE.600196_202001,1
SHSE.600196_202002,1
SHSE.600196_202003,1
SZSE.000423_201901,1
SZSE.000423_201902,0
SZSE.000423_201903,0
SZSE.000423_201904,0
SZSE.000423_201905,0
SZSE.000423_201906,1
SZSE.000423_201907,0
SZSE.000423_201908,0
SZSE.000423_201909,0
SZSE.000423_201910,1
SZSE.000423_201911,1
SZSE.000423_201912,1
SZSE.000423_202001,0
SZSE.000423_202002,1
SZSE.000423_202003,1
SZSE.000425_201901,0
SZSE.000425_201902,0
SZSE.000425_201903,1
SZSE.000425_201904,0
SZSE.000425_201905,1
SZSE.000425_201906,0
SZSE.000425_201907,0
SZSE.000425_201908,0
SZSE.000425_201909,0
SZSE.000425_201910,0
SZSE.000425_201911,0
SZSE.000425_201912,0
SZSE.000425_202001,1
SZSE.000425_202002,0
SZSE.000425_202003,0
SHSE.603833_201901,0
SHSE.603833_201902,0
SHSE.603833_201903,1
SHSE.603833_201904,0
SHSE.603833_201905,0
SHSE.603833_201906,0
SHSE.603833_201907,0
SHSE.603833_201908,0
SHSE.603833_201909,1
SHSE.603833_201910,0
SHSE.603833_201911,0
SHSE.603833_201912,0
SHSE.603833_202001,1
SHSE.603833_202002,1
SHSE.603833_202003,0
SHSE.600309_201901,0
SHSE.600309_201902,0
SHSE.600309_201903,1
SHSE.600309_201904,1
SHSE.600309_201905,1
SHSE.600309_201906,1
SHSE.600309_201907,0
SHSE.600309_201908,1
SHSE.600309_201909,0
SHSE.600309_201910,0
SHSE.600309_201911,0
SHSE.600309_201912,0
SHSE.600309_202001,1
SHSE.600309_202002,0
SHSE.600309_202003,0
SHSE.600271_201901,1
SHSE.600271_201902,0
SHSE.600271_201903,1
SHSE.600271_201904,1
SHSE.600271_201905,1
SHSE.600271_201906,1
SHSE.600271_201907,0
SHSE.600271_201908,0
SHSE.600271_201909,0
SHSE.600271_201910,1
SHSE.600271_201911,0
SHSE.600271_201912,1
SHSE.600271_202001,1
SHSE.600271_202002,1
SHSE.600271_202003,1
SHSE.600276_201901,0
SHSE.600276_201902,1
SHSE.600276_201903,0
SHSE.600276_201904,1
SHSE.600276_201905,0
SHSE.600276_201906,0
SHSE.600276_201907,0
SHSE.600276_201908,0
SHSE.600276_201909,1
SHSE.600276_201910,1
SHSE.600276_201911,1
SHSE.600276_201912,1
SHSE.600276_202001,0
SHSE.600276_202002,1
SHSE.600276_202003,0
SHSE.600332_201901,1
SHSE.600332_201902,0
SHSE.600332_201903,0
SHSE.600332_201904,1
SHSE.600332_201905,0
SHSE.600332_201906,0
SHSE.600332_201907,1
SHSE.600332_201908,0
SHSE.600332_201909,0
SHSE.600332_201910,1
SHSE.600332_201911,0
SHSE.600332_201912,1
SHSE.600332_202001,0
SHSE.600332_202002,1
SHSE.600332_202003,0
SHSE.603799_201902,0
SHSE.603799_201903,0
SHSE.603799_201904,0
SHSE.603799_201905,1
SHSE.603799_201906,1
SHSE.603799_201907,0
SHSE.603799_201908,0
SHSE.603799_201909,1
SHSE.603799_201910,1
SHSE.603799_201911,1
SHSE.603799_202001,1
SHSE.603799_202002,0
SHSE.603799_202003,1
SHSE.600340_201901,1
SHSE.600340_201902,0
SHSE.600340_201903,0
SHSE.600340_201904,0
SHSE.600340_201905,0
SHSE.600340_201906,0
SHSE.600340_201907,1
SHSE.600340_201908,0
SHSE.600340_201909,1
SHSE.600340_201910,1
SHSE.600340_201911,1
SHSE.600340_201912,0
SHSE.600340_202001,1
SHSE.600340_202002,0
SHSE.600340_202003,1
SHSE.600346_201901,0
SHSE.600346_201902,1
SHSE.600346_201903,1
SHSE.600346_201904,1
SHSE.600346_201905,1
SHSE.600346_201906,1
SHSE.600346_201907,0
SHSE.600346_201908,0
SHSE.600346_201909,0
SHSE.600346_201910,0
SHSE.600346_201911,1
SHSE.600346_201912,0
SHSE.600346_202001,0
SHSE.600346_202002,0
SHSE.600346_202003,0
SHSE.600297_201901,1
SHSE.600297_201902,1
SHSE.600297_201903,1
SHSE.600297_201904,1
SHSE.600297_201905,0
SHSE.600297_201906,0
SHSE.600297_201907,1
SHSE.600297_201908,0
SHSE.600297_201909,0
SHSE.600297_201910,1
SHSE.600297_201911,1
SHSE.600297_201912,1
SHSE.600297_202001,0
SHSE.600297_202002,0
SHSE.600297_202003,0
SHSE.600352_201901,1
SHSE.600352_201902,1
SHSE.600352_201903,1
SHSE.600352_201904,1
SHSE.600352_201905,1
SHSE.600352_201906,0
SHSE.600352_201907,1
SHSE.600352_201908,0
SHSE.600352_201909,0
SHSE.600352_201910,0
SHSE.600352_201911,0
SHSE.600352_201912,0
SHSE.600352_202001,1
SHSE.600352_202002,0
SHSE.600352_202003,0
SHSE.600299_201901,1
SHSE.600299_201902,1
SHSE.600299_201903,0
SHSE.600299_201904,0
SHSE.600299_201905,1
SHSE.600299_201906,0
SHSE.600299_201907,1
SHSE.600299_201908,1
SHSE.600299_201909,0
SHSE.600299_201910,0
SHSE.600299_201911,1
SHSE.600299_201912,0
SHSE.600299_202001,0
SHSE.600299_202002,0
SHSE.600299_202003,0
SHSE.600406_201901,1
SHSE.600406_201902,1
SHSE.600406_201903,0
SHSE.600406_201904,1
SHSE.600406_201905,0
SHSE.600406_201906,0
SHSE.600406_201907,1
SHSE.600406_201908,0
SHSE.600406_201909,1
SHSE.600406_201910,1
SHSE.600406_201911,1
SHSE.600406_201912,0
SHSE.600406_202001,0
SHSE.600406_202002,0
SHSE.600406_202003,0
SHSE.600362_201901,0
SHSE.600362_201902,1
SHSE.600362_201903,0
SHSE.600362_201904,0
SHSE.600362_201905,0
SHSE.600362_201906,0
SHSE.600362_201907,0
SHSE.600362_201908,1
SHSE.600362_201909,0
SHSE.600362_201910,0
SHSE.600362_201911,1
SHSE.600362_201912,0
SHSE.600362_202001,1
SHSE.600362_202002,0
SHSE.600362_202003,0
SZSE.000538_201901,1
SZSE.000538_201902,1
SZSE.000538_201903,1
SZSE.000538_201904,0
SZSE.000538_201905,1
SZSE.000538_201906,1
SZSE.000538_201907,1
SZSE.000538_201908,0
SZSE.000538_201909,1
SZSE.000538_201910,1
SZSE.000538_201911,0
SZSE.000538_201912,1
SZSE.000538_202001,0
SZSE.000538_202003,0
SHSE.600372_201901,0
SHSE.600372_201902,1
SHSE.600372_201903,0
SHSE.600372_201904,0
SHSE.600372_201905,0
SHSE.600372_201906,1
SHSE.600372_201907,1
SHSE.600372_201908,1
SHSE.600372_201909,0
SHSE.600372_201910,1
SHSE.600372_201911,1
SHSE.600372_201912,0
SHSE.600372_202001,0
SHSE.600372_202002,0
SHSE.600372_202003,0
SHSE.600369_201901,0
SHSE.600369_201902,1
SHSE.600369_201903,0
SHSE.600369_201904,1
SHSE.600369_201905,1
SHSE.600369_201906,1
SHSE.600369_201907,1
SHSE.600369_201908,0
SHSE.600369_201909,0
SHSE.600369_201910,0
SHSE.600369_201911,0
SHSE.600369_201912,1
SHSE.600369_202001,1
SHSE.600369_202002,0
SHSE.600369_202003,0
SHSE.603899_201901,1
SHSE.603899_201902,1
SHSE.603899_201903,1
SHSE.603899_201904,0
SHSE.603899_201905,1
SHSE.603899_201906,1
SHSE.603899_201907,1
SHSE.603899_201908,1
SHSE.603899_201909,1
SHSE.603899_201910,0
SHSE.603899_201911,1
SHSE.603899_201912,0
SHSE.603899_202001,0
SHSE.603899_202002,0
SHSE.603899_202003,1
SHSE.600383_201901,1
SHSE.600383_201902,0
SHSE.600383_201903,1
SHSE.600383_201904,1
SHSE.600383_201905,0
SHSE.600383_201906,0
SHSE.600383_201907,0
SHSE.600383_201908,0
SHSE.600383_201909,0
SHSE.600383_201910,0
SHSE.600383_201911,0
SHSE.600383_201912,1
SHSE.600383_202001,0
SHSE.600383_202002,1
SHSE.600383_202003,0
SHSE.600390_201901,0
SHSE.600390_201902,1
SHSE.600390_201903,1
SHSE.600390_201904,1
SHSE.600390_201905,1
SHSE.600390_201906,1
SHSE.600390_201907,0
SHSE.600390_201908,1
SHSE.600390_201909,0
SHSE.600390_201910,1
SHSE.600390_201911,0
SHSE.600390_201912,0
SHSE.600390_202001,1
SHSE.600390_202002,0
SHSE.600390_202003,0
SHSE.600436_201901,1
SHSE.600436_201902,0
SHSE.600436_201903,1
SHSE.600436_201904,1
SHSE.600436_201905,1
SHSE.600436_201906,0
SHSE.600436_201907,1
SHSE.600436_201908,1
SHSE.600436_201909,1
SHSE.600436_201910,1
SHSE.600436_201911,1
SHSE.600436_201912,1
SHSE.600436_202001,0
SHSE.600436_202002,0
SHSE.600436_202003,0
SHSE.600438_201901,0
SHSE.600438_201902,0
SHSE.600438_201904,1
SHSE.600438_201905,0
SHSE.600438_201906,0
SHSE.600438_201907,0
SHSE.600438_201908,0
SHSE.600438_201909,0
SHSE.600438_201910,0
SHSE.600438_201911,0
SHSE.600438_201912,0
SHSE.600438_202001,0
SHSE.600438_202002,0
SHSE.600438_202003,1
SZSE.300003_201901,1
SZSE.300003_201902,0
SZSE.300003_201903,1
SZSE.300003_201904,1
SZSE.300003_201905,0
SZSE.300003_201906,0
SZSE.300003_201907,1
SZSE.300003_201908,1
SZSE.300003_201909,1
SZSE.300003_201910,1
SZSE.300003_201911,0
SZSE.300003_201912,1
SZSE.300003_202001,1
SZSE.300003_202002,1
SZSE.300003_202003,1
SZSE.000568_201901,0
SZSE.000568_201902,1
SZSE.000568_201903,1
SZSE.000568_201904,1
SZSE.000568_201905,1
SZSE.000568_201906,0
SZSE.000568_201907,1
SZSE.000568_201908,0
SZSE.000568_201909,1
SZSE.000568_201910,1
SZSE.000568_201911,0
SZSE.000568_201912,0
SZSE.000568_202001,1
SZSE.000568_202002,0
SZSE.000568_202003,0
SHSE.600398_201901,0
SHSE.600398_201902,1
SHSE.600398_201903,0
SHSE.600398_201904,0
SHSE.600398_201905,0
SHSE.600398_201906,0
SHSE.600398_201907,0
SHSE.600398_201908,0
SHSE.600398_201909,1
SHSE.600398_201910,1
SHSE.600398_201911,0
SHSE.600398_201912,0
SHSE.600398_202001,0
SHSE.600398_202002,0
SHSE.600398_202003,0
SZSE.000625_201901,0
SZSE.000625_201902,0
SZSE.000625_201903,1
SZSE.000625_201904,0
SZSE.000625_201905,1
SZSE.000625_201906,0
SZSE.000625_201907,0
SZSE.000625_201908,1
SZSE.000625_201909,0
SZSE.000625_201910,0
SZSE.000625_201911,0
SZSE.000625_201912,0
SZSE.000625_202001,0
SZSE.000625_202002,0
SZSE.000625_202003,0
SZSE.000630_201901,0
SZSE.000630_201902,0
SZSE.000630_201903,0
SZSE.000630_201904,1
SZSE.000630_201905,1
SZSE.000630_201906,0
SZSE.000630_201907,1
SZSE.000630_201908,1
SZSE.000630_201909,0
SZSE.000630_201910,0
SZSE.000630_201911,0
SZSE.000630_201912,1
SZSE.000630_202001,0
SZSE.000630_202002,1
SZSE.000630_202003,0
SHSE.601006_201901,0
SHSE.601006_201902,0
SHSE.601006_201903,0
SHSE.601006_201904,1
SHSE.601006_201905,1
SHSE.601006_201906,1
SHSE.601006_201907,0
SHSE.601006_201908,0
SHSE.601006_201909,1
SHSE.601006_201910,0
SHSE.601006_201911,0
SHSE.601006_201912,1
SHSE.601006_202001,0
SHSE.601006_202002,0
SHSE.601006_202003,0
SZSE.000627_201901,0
SZSE.000627_201902,1
SZSE.000627_201903,0
SZSE.000627_201904,1
SZSE.000627_201905,0
SZSE.000627_201906,0
SZSE.000627_201907,0
SZSE.000627_201909,1
SZSE.000627_201910,0
SZSE.000627_201911,0
SZSE.000627_201912,1
SZSE.000627_202001,0
SZSE.000627_202002,1
SZSE.000627_202003,1
SHSE.601012_201901,0
SHSE.601012_201902,1
SHSE.601012_201903,1
SHSE.601012_201904,0
SHSE.601012_201905,0
SHSE.601012_201906,1
SHSE.601012_201907,1
SHSE.601012_201908,1
SHSE.601012_201909,0
SHSE.601012_201910,1
SHSE.601012_201911,1
SHSE.601012_201912,0
SHSE.601012_202001,0
SHSE.601012_202002,0
SHSE.601012_202003,1
SZSE.300015_201901,1
SZSE.300015_201902,1
SZSE.300015_201903,0
SZSE.300015_201904,1
SZSE.300015_201905,0
SZSE.300015_201906,1
SZSE.300015_201907,0
SZSE.300015_201908,1
SZSE.300015_201909,1
SZSE.300015_201910,1
SZSE.300015_201911,0
SZSE.300015_201912,1
SZSE.300015_202001,0
SZSE.300015_202002,0
SZSE.300015_202003,1
SZSE.000629_201901,0
SZSE.000629_201902,0
SZSE.000629_201903,0
SZSE.000629_201904,0
SZSE.000629_201905,0
SZSE.000629_201906,0
SZSE.000629_201907,0
SZSE.000629_201908,0
SZSE.000629_201909,0
SZSE.000629_201910,0
SZSE.000629_201911,0
SZSE.000629_201912,0
SZSE.000629_202001,1
SZSE.000629_202002,0
SZSE.000629_202003,0
SHSE.601009_201901,0
SHSE.601009_201902,1
SHSE.601009_201903,1
SHSE.601009_201904,0
SHSE.601009_201905,0
SHSE.601009_201906,0
SHSE.601009_201907,0
SHSE.601009_201908,0
SHSE.601009_201909,1
SHSE.601009_201910,0
SHSE.601009_201911,1
SHSE.601009_201912,0
SHSE.601009_202001,1
SHSE.601009_202002,0
SHSE.601009_202003,1
SHSE.603986_201901,1
SHSE.603986_201902,0
SHSE.603986_201903,0
SHSE.603986_201904,1
SHSE.603986_201905,0
SHSE.603986_201906,0
SHSE.603986_201907,1
SHSE.603986_201908,0
SHSE.603986_201909,1
SHSE.603986_201910,1
SHSE.603986_201911,0
SHSE.603986_201912,0
SHSE.603986_202001,1
SHSE.603986_202002,0
SZSE.300017_201901,0
SZSE.300017_201902,1
SZSE.300017_201903,0
SZSE.300017_201904,1
SZSE.300017_201905,1
SZSE.300017_201906,1
SZSE.300017_201907,1
SZSE.300017_201908,1
SZSE.300017_201909,0
SZSE.300017_201910,1
SZSE.300017_201911,0
SZSE.300017_201912,1
SZSE.300017_202001,1
SZSE.300017_202002,0
SZSE.300017_202003,0
SHSE.603993_201901,0
SHSE.603993_201902,0
SHSE.603993_201903,1
SHSE.603993_201904,1
SHSE.603993_201905,0
SHSE.603993_201906,0
SHSE.603993_201907,0
SHSE.603993_201908,0
SHSE.603993_201909,0
SHSE.603993_201910,0
SHSE.603993_201911,0
SHSE.603993_201912,0
SHSE.603993_202001,0
SHSE.603993_202002,0
SHSE.603993_202003,0
SHSE.600516_201901,1
SHSE.600516_201902,0
SHSE.600516_201903,1
SHSE.600516_201904,0
SHSE.600516_201905,1
SHSE.600516_201906,0
SHSE.600516_201907,0
SHSE.600516_201908,0
SHSE.600516_201909,1
SHSE.600516_201910,0
SHSE.600516_201911,0
SHSE.600516_201912,1
SHSE.600516_202001,0
SHSE.600516_202002,1
SHSE.600516_202003,0
SHSE.601021_201901,1
SHSE.601021_201902,0
SHSE.601021_201903,1
SHSE.601021_201904,1
SHSE.601021_201905,1
SHSE.601021_201906,1
SHSE.601021_201907,0
SHSE.601021_201908,0
SHSE.601021_201909,0
SHSE.601021_201910,1
SHSE.601021_201911,0
SHSE.601021_201912,0
SHSE.601021_202001,1
SHSE.601021_202002,1
SHSE.601021_202003,1
SZSE.300024_201901,0
SZSE.300024_201902,1
SZSE.300024_201903,0
SZSE.300024_201904,0
SZSE.300024_201905,1
SZSE.300024_201906,0
SZSE.300024_201907,1
SZSE.300024_201908,1
SZSE.300024_201909,0
SZSE.300024_201910,0
SZSE.300024_201911,1
SZSE.300024_201912,1
SZSE.300024_202001,0
SZSE.300024_202002,0
SZSE.300024_202003,0
SHSE.600522_201901,0
SHSE.600522_201902,0
SHSE.600522_201903,1
SHSE.600522_201904,0
SHSE.600522_201905,1
SHSE.600522_201906,1
SHSE.600522_201907,1
SHSE.600522_201908,0
SHSE.600522_201909,1
SHSE.600522_201910,0
SHSE.600522_201911,0
SHSE.600522_201912,0
SHSE.600522_202001,0
SHSE.600522_202002,1
SHSE.600522_202003,0
SHSE.601018_201901,0
SHSE.601018_201902,1
SHSE.601018_201903,1
SHSE.601018_201904,0
SHSE.601018_201905,0
SHSE.601018_201906,1
SHSE.601018_201907,0
SHSE.601018_201908,0
SHSE.601018_201909,0
SHSE.601018_201910,0
SHSE.601018_201911,1
SHSE.601018_201912,1
SHSE.601018_202001,0
SHSE.601018_202002,0
SHSE.601018_202003,0
SHSE.600519_201901,0
SHSE.600519_201902,1
SHSE.600519_201903,0
SHSE.600519_201904,0
SHSE.600519_201905,0
SHSE.600519_201906,0
SHSE.600519_201907,0
SHSE.600519_201908,0
SHSE.600519_201909,0
SHSE.600519_201910,0
SHSE.600519_201911,0
SHSE.600519_201912,0
SHSE.600519_202001,0
SHSE.600519_202002,0
SHSE.600519_202003,0
SZSE.000596_201901,0
SZSE.000596_201902,0
SZSE.000596_201903,0
SZSE.000596_201904,1
SZSE.000596_201905,1
SZSE.000596_201906,1
SZSE.000596_201907,1
SZSE.000596_201908,0
SZSE.000596_201909,1
SZSE.000596_201910,0
SZSE.000596_201911,0
SZSE.000596_201912,0
SZSE.000596_202001,1
SZSE.000596_202002,0
SZSE.000596_202003,1
SZSE.000651_201901,1
SZSE.000651_201902,0
SZSE.000651_201903,0
SZSE.000651_201904,0
SZSE.000651_201905,1
SZSE.000651_201906,0
SZSE.000651_201907,0
SZSE.000651_201908,0
SZSE.000651_201909,0
SZSE.000651_201910,1
SZSE.000651_201911,0
SZSE.000651_201912,1
SZSE.000651_202001,1
SZSE.000651_202002,0
SZSE.000651_202003,0
SZSE.300033_201901,1
SZSE.300033_201902,1
SZSE.300033_201903,1
SZSE.300033_201904,0
SZSE.300033_201905,0
SZSE.300033_201906,1
SZSE.300033_201907,0
SZSE.300033_201908,0
SZSE.300033_201909,0
SZSE.300033_201910,1
SZSE.300033_201911,1
SZSE.300033_201912,0
SZSE.300033_202001,1
SZSE.300033_202002,0
SZSE.300033_202003,1
SHSE.600482_201901,1
SHSE.600482_201902,1
SHSE.600482_201903,0
SHSE.600482_201904,0
SHSE.600482_201905,0
SHSE.600482_201906,1
SHSE.600482_201907,1
SHSE.600482_201908,1
SHSE.600482_201909,0
SHSE.600482_201910,0
SHSE.600482_201911,0
SHSE.600482_201912,0
SHSE.600482_202001,1
SHSE.600482_202002,0
SHSE.600482_202003,0
SZSE.000703_201901,1
SZSE.000703_201902,0
SZSE.000703_201903,1
SZSE.000703_201904,0
SZSE.000703_201905,0
SZSE.000703_201906,0
SZSE.000703_201907,1
SZSE.000703_201908,0
SZSE.000703_201909,1
SZSE.000703_201910,1
SZSE.000703_201911,0
SZSE.000703_201912,1
SZSE.000703_202001,0
SZSE.000703_202002,0
SZSE.000703_202003,1
SHSE.600535_201901,1
SHSE.600535_201902,0
SHSE.600535_201903,1
SHSE.600535_201904,0
SHSE.600535_201905,1
SHSE.600535_201906,0
SHSE.600535_201907,0
SHSE.600535_201908,1
SHSE.600535_201909,1
SHSE.600535_201910,1
SHSE.600535_201911,0
SHSE.600535_201912,0
SHSE.600535_202001,1
SHSE.600535_202002,0
SHSE.600535_202003,0
SZSE.000656_201901,0
SZSE.000656_201902,0
SZSE.000656_201903,0
SZSE.000656_201904,1
SZSE.000656_201905,1
SZSE.000656_201906,0
SZSE.000656_201907,1
SZSE.000656_201908,1
SZSE.000656_201909,0
SZSE.000656_201910,0
SZSE.000656_201911,0
SZSE.000656_201912,0
SZSE.000656_202001,0
SZSE.000656_202002,0
SZSE.000656_202003,1
SZSE.000661_201901,0
SZSE.000661_201902,1
SZSE.000661_201903,0
SZSE.000661_201904,0
SZSE.000661_201905,0
SZSE.000661_201906,0
SZSE.000661_201907,1
SZSE.000661_201908,1
SZSE.000661_201909,1
SZSE.000661_201910,1
SZSE.000661_201911,1
SZSE.000661_201912,1
SZSE.000661_202001,0
SZSE.000661_202002,1
SZSE.000661_202003,1
SHSE.600487_201901,1
SHSE.600487_201902,0
SHSE.600487_201903,1
SHSE.600487_201904,0
SHSE.600487_201905,0
SHSE.600487_201906,1
SHSE.600487_201907,1
SHSE.600487_201908,0
SHSE.600487_201909,0
SHSE.600487_201910,0
SHSE.600487_201911,0
SHSE.600487_201912,0
SHSE.600487_202001,0
SHSE.600487_202002,1
SHSE.600487_202003,1
SZSE.000709_201901,1
SZSE.000709_201902,0
SZSE.000709_201903,1
SZSE.000709_201904,0
SZSE.000709_201905,1
SZSE.000709_201906,1
SZSE.000709_201907,1
SZSE.000709_201908,1
SZSE.000709_201909,0
SZSE.000709_201910,0
SZSE.000709_201911,0
SZSE.000709_201912,0
SZSE.000709_202001,0
SZSE.000709_202002,0
SZSE.000709_202003,0
SHSE.600489_201901,0
SHSE.600489_201902,0
SHSE.600489_201903,1
SHSE.600489_201904,0
SHSE.600489_201905,1
SHSE.600489_201906,1
SHSE.600489_201907,1
SHSE.600489_201908,1
SHSE.600489_201909,0
SHSE.600489_201910,0
SHSE.600489_201911,0
SHSE.600489_201912,0
SHSE.600489_202001,0
SHSE.600489_202002,1
SHSE.600489_202003,0
SZSE.000671_201901,0
SZSE.000671_201902,0
SZSE.000671_201903,0
SZSE.000671_201904,0
SZSE.000671_201905,0
SZSE.000671_201906,1
SZSE.000671_201907,0
SZSE.000671_201908,1
SZSE.000671_201909,0
SZSE.000671_201910,1
SZSE.000671_201911,0
SZSE.000671_201912,1
SZSE.000671_202001,0
SZSE.000671_202002,1
SZSE.000671_202003,1
SHSE.600547_201901,0
SHSE.600547_201902,0
